# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    9956.33
2                   10154.51
4                   10334.59
8                   10388.16
16                  10508.55
32                  10488.43
64                  24351.73
128                 10735.61
256                 10878.17
512                 11035.74
1024                  365.67
2048                  389.94
4096                  419.98
8192                 4271.22
16384                4299.98
32768               13602.93
65536               14301.64
131072              15295.52
262144              17708.42
524288              23941.75
1048576             37789.08
