# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      39.87
8                      40.10
16                     40.59
32                     41.28
64                     66.46
128                    70.26
256                    73.64
512                    76.29
1024                  121.63
2048                   89.23
4096                   92.18
8192                   96.42
16384                 107.66
32768                 152.38
65536                 197.43
131072                309.15
262144                529.57
524288                945.82
1048576              1790.87
