# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.62
2                      41.61
4                      45.09
8                      48.02
16                     53.00
32                     56.78
64                     63.10
128                   163.06
256                   146.75
512                   158.57
1024                  199.21
2048                  329.33
4096                  485.86
8192                 1004.60
16384                1584.42
32768                2757.80
65536                5140.35
131072               9973.88
262144              19648.50
524288              39351.51
1048576             78944.94
