# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      61.24
8                      62.75
16                     62.64
32                     63.94
64                     62.32
128                    95.26
256                    95.46
512                    98.18
1024                  101.78
2048                  106.57
4096                  112.87
8192                  486.02
16384                 843.40
32768                 781.11
65536                4199.02
131072               5199.02
262144              10621.22
524288               7256.23
1048576              8969.33
