# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     253.84
2                     255.60
4                     257.14
8                     260.41
16                    267.12
32                    277.41
64                    283.29
128                   687.14
256                   743.97
512                   851.85
1024                 1006.59
2048                 1422.49
4096                 3451.06
8192                17728.33
16384               23322.96
32768               31478.34
65536               52443.80
131072             131716.71
262144             254320.69
524288             506404.35
1048576            987992.16
