# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     188.21
8                     187.97
16                    173.15
32                    173.07
64                     75.03
128                    76.97
256                    80.26
512                    85.80
1024                   91.92
2048                  104.25
4096                  110.55
8192                  195.91
16384                 216.73
32768                 213.03
65536                 220.98
131072                294.15
262144                336.69
524288                382.53
1048576               522.96
