# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1272.95
2                    1279.84
4                    1279.71
8                    1279.14
16                   1284.00
32                   1285.32
64                   1308.22
128                  1352.14
256                  1370.21
512                    48.60
1024                   49.67
2048                   52.68
4096                   57.75
8192                 8767.33
16384                 546.73
32768                 574.67
65536                 565.12
131072                570.27
262144                824.75
524288               1732.31
1048576              3659.80
