# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     129.29
2                     132.55
4                     133.50
8                     134.06
16                    138.85
32                    141.98
64                    140.72
128                   151.32
256                   166.98
512                   243.50
1024                  210.48
2048                  217.56
4096                  241.35
8192                  278.26
16384                 397.73
32768                 585.79
65536                1087.78
131072               2188.45
262144               5988.11
524288              10187.11
1048576             19236.11
