# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     229.47
2                     245.51
4                     246.57
8                     260.18
16                    252.79
32                    255.88
64                    261.70
128                   284.53
256                   353.49
512                   413.41
1024                  401.35
2048                  431.94
4096                  467.22
8192                  569.27
16384                 818.98
32768                5093.65
65536                6100.17
131072               8228.82
262144              12393.81
524288              21320.12
1048576             40286.05
