# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     155.15
2                      87.91
4                      88.24
8                      88.93
16                     91.09
32                     94.97
64                    108.25
128                  1409.52
256                  3484.31
512                  3705.08
1024                  504.48
2048                  453.89
4096                  654.21
8192                 1055.50
16384                3270.30
32768                8225.80
65536               17718.61
131072              37088.20
262144              80141.25
524288             164543.00
1048576            332142.79
