# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     160.17
8                      85.42
16                     84.68
32                    108.84
64                    108.02
128                   110.36
256                   109.80
512                   111.83
1024                  114.50
2048                  127.77
4096                  135.95
8192                 1848.63
16384                3667.96
32768                4981.21
65536                6273.80
131072               9075.15
262144              17702.51
524288              11385.27
1048576             15373.99
