# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    3025.18
2                    3010.80
4                    3076.17
8                    3260.47
16                   3146.78
32                   2666.20
64                   2713.09
128                  2724.98
256                  8299.85
512                  5369.12
1024                   95.08
2048                   98.52
4096                   96.41
8192                  115.40
16384                 161.23
32768                 269.29
65536                 516.80
131072               1054.14
262144               2238.25
524288               3913.47
1048576              7580.32
