# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.29
8                      44.72
16                     44.67
32                     45.82
64                     45.33
128                    79.46
256                    83.45
512                    97.57
1024                  131.30
2048                  106.83
4096                  102.55
8192                  109.66
16384                 121.86
32768                 169.42
65536                 212.05
131072                322.31
262144                565.90
524288               1023.52
1048576              1940.42
