# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      25.83
8                      27.41
16                     51.27
32                     51.05
64                     49.76
128                    53.50
256                    53.72
512                    55.12
1024                   56.18
2048                   57.96
4096                   62.68
8192                   80.97
16384                  87.80
32768                 173.24
65536                 865.28
131072               3593.44
262144               8249.32
524288               6106.88
1048576              5722.62
