# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1287.99
2                    1330.25
4                    1325.82
8                    1351.87
16                   1355.83
32                   1354.50
64                   1373.65
128                  1365.07
256                  1371.59
512                    48.21
1024                   49.37
2048                   52.46
4096                   57.46
8192                10301.83
16384                 551.53
32768                 572.97
65536                 561.24
131072                569.64
262144                839.85
524288               1728.38
1048576              3719.61
