# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     230.61
2                     246.50
4                     246.12
8                     260.24
16                    252.15
32                    255.54
64                    262.72
128                   284.70
256                   350.82
512                   402.94
1024                  404.32
2048                  434.76
4096                  470.53
8192                  572.43
16384                 820.59
32768                5068.46
65536                6100.35
131072               8211.61
262144              12368.79
524288              21293.29
1048576             40223.64
