# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      36.16
8                      37.41
16                     37.39
32                     37.85
64                     37.00
128                    40.44
256                    40.57
512                    41.33
1024                   41.99
2048                   57.71
4096                   53.74
8192                 5343.90
16384                4534.24
32768                5127.80
65536                3939.81
131072               7228.64
262144               8855.21
524288              18923.20
1048576             33620.85
