# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      43.65
8                      44.83
16                     44.99
32                     46.13
64                     83.60
128                    88.06
256                    89.35
512                    94.05
1024                  144.92
2048                  107.80
4096                  112.51
8192                 6928.23
16384                7903.67
32768                9578.16
65536               10316.43
131072               6912.11
262144              10318.88
524288              21944.87
1048576             39615.12
