# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.85
2                      21.86
4                      22.80
8                      23.44
16                     24.56
32                     25.11
64                     27.19
128                    35.84
256                    32.79
512                    36.28
1024                   55.85
2048                   75.96
4096                  109.38
8192                  171.16
16384                 278.17
32768                 530.00
65536                1026.43
131072               2007.48
262144               4157.36
524288               9252.49
1048576             21957.71
