# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.09
2                      41.24
4                      44.58
8                      47.20
16                     52.33
32                     55.58
64                     57.97
128                   166.03
256                   138.29
512                   156.82
1024                  192.02
2048                  314.59
4096                  466.77
8192                 1004.16
16384                1587.46
32768                2739.15
65536                5077.79
131072               9900.28
262144              19634.14
524288              39362.83
1048576             78661.29
