# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      56.48
2                      54.88
4                      55.32
8                      56.01
16                     56.45
32                     57.20
64                     57.96
128                    60.18
256                    61.91
512                   743.90
1024                 1444.85
2048                 1044.87
4096                  363.33
8192                  293.83
16384                 459.42
32768                 522.11
65536                 800.31
131072               1478.91
262144               2605.69
524288               5010.70
1048576              9993.54
