# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     162.41
8                     162.33
16                    149.45
32                    149.32
64                     66.32
128                    67.71
256                    70.08
512                    73.96
1024                   78.64
2048                   87.11
4096                   94.03
8192                  168.29
16384                 185.28
32768                 185.21
65536                 190.30
131072                255.09
262144                284.51
524288                332.14
1048576               424.97
