# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      27.59
8                      27.34
16                     27.29
32                     42.54
64                     44.22
128                    45.97
256                    47.67
512                    49.51
1024                   51.65
2048                   64.79
4096                   58.19
8192                   61.51
16384                  70.81
32768                  95.80
65536                 133.47
131072                218.96
262144                407.58
524288                757.15
1048576              1473.15
