# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      36.39
8                      37.55
16                     37.61
32                     38.05
64                     36.91
128                    40.55
256                    40.09
512                    40.48
1024                   41.66
2048                   43.19
4096                   47.91
8192                 1333.46
16384                1182.01
32768                 960.90
65536                 135.56
131072               1595.93
262144               4507.77
524288               6228.94
1048576              4046.63
