# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      95.88
2                      95.04
4                      95.44
8                      95.48
16                     95.87
32                     95.43
64                     96.06
128                    97.26
256                    97.85
512                   100.40
1024                  107.61
2048                  454.58
4096                  456.85
8192                  484.76
16384                 528.84
32768               34238.03
65536                1972.23
131072               2076.46
262144               3769.74
524288               3713.41
1048576              3380.14
