# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      55.94
8                      56.87
16                     56.81
32                     58.59
64                     57.40
128                    65.42
256                   107.32
512                   170.14
1024                  137.85
2048                  131.77
4096                  135.27
8192                 9636.48
16384               10830.27
32768               12503.97
65536               13084.41
131072               7440.47
262144              11566.48
524288              25948.24
1048576             49818.03
