# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.66
2                      19.73
4                      18.99
8                      19.28
16                     21.22
32                     22.60
64                     23.42
128                    24.53
256                    41.81
512                    29.38
1024                   32.49
2048                   37.44
4096                   52.23
8192                   75.69
16384                 118.54
32768                 198.48
65536                 352.07
131072                661.03
262144               1284.63
524288               2526.67
1048576              5015.74
