# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      39.12
8                      39.89
16                     39.95
32                     41.20
64                     72.60
128                    76.75
256                    78.74
512                    82.07
1024                  133.78
2048                   97.59
4096                   99.62
8192                 6983.99
16384                8275.66
32768                9834.38
65536               11001.21
131072               7066.47
262144              10354.83
524288              22303.48
1048576             42189.54
