# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      30.10
8                      30.62
16                     30.74
32                     43.92
64                     43.62
128                    47.42
256                    51.05
512                    52.47
1024                   53.34
2048                   57.66
4096                   61.64
8192                   64.99
16384                  72.02
32768                 100.18
65536                 186.99
131072                363.71
262144                482.45
524288               1181.41
1048576              1351.46
