# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.83
2                      46.56
4                      46.55
8                      47.84
16                     56.89
32                     56.80
64                     57.43
128                    59.76
256                    61.10
512                    45.52
1024                   45.82
2048                   46.24
4096                   48.15
8192                   59.72
16384                  85.00
32768                 150.32
65536                 272.63
131072                595.86
262144               1256.32
524288               2658.57
1048576              5775.16
