# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      51.56
2                      50.73
4                      49.22
8                      49.71
16                     50.53
32                     53.28
64                     54.43
128                    54.63
256                    73.53
512                  2060.93
1024                 3275.05
2048                 2347.31
4096                 2039.84
8192                 1258.95
16384                1023.58
32768                 848.44
65536                 705.89
131072                904.23
262144               1459.66
524288               2675.75
1048576              5089.30
