# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1887.54
2                    1881.20
4                    1891.93
8                    1889.53
16                   1889.84
32                   1889.60
64                   1897.14
128                  2269.60
256                  2452.43
512                  1900.97
1024                 1904.91
2048                 1978.95
4096                 2002.55
8192                 5586.37
16384                5642.07
32768                5939.26
65536               10737.19
131072              11000.90
262144              21152.19
524288              40814.31
1048576            143363.57
