# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      11.49
8                      11.51
16                     11.52
32                     11.62
64                     11.64
128                    12.01
256                    14.78
512                    15.02
1024                   15.27
2048                   16.05
4096                   17.17
8192                   30.73
16384                  33.11
32768                  37.41
65536                  51.90
131072                 86.02
262144                156.89
524288                319.85
1048576               707.19
