# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      31.35
2                      33.01
4                      34.91
8                      36.80
16                     38.63
32                     50.79
64                     52.53
128                    48.65
256                    53.85
512                    70.69
1024                   97.85
2048                  142.03
4096                  221.67
8192                  375.23
16384                 677.89
32768                1279.94
65536                2476.22
131072               4954.67
262144              10075.01
524288              20591.08
1048576             41465.84
