# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     170.43
2                     170.34
4                     170.57
8                     171.25
16                    171.77
32                    171.95
64                    173.23
128                   174.86
256                   176.52
512                   181.99
1024                  197.82
2048                  903.73
4096                  943.65
8192                 1002.53
16384                1096.20
32768               31030.73
65536                4309.00
131072               4462.57
262144               8027.30
524288               7984.21
1048576              7288.73
