# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.46
2                      10.45
4                      10.43
8                      10.46
16                     10.48
32                     10.67
64                     11.81
128                    12.79
256                    12.94
512                    13.38
1024                   21.46
2048                   15.36
4096                   17.80
8192                   25.14
16384                  35.81
32768                  51.24
65536                  77.68
131072                131.02
262144                239.15
524288                456.71
1048576               897.79
