# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      50.50
2                      50.13
4                      48.71
8                      49.13
16                     49.92
32                     51.29
64                     52.21
128                    52.60
256                    73.03
512                  2377.58
1024                 3790.95
2048                 2681.20
4096                 2405.55
8192                 1390.57
16384                1099.04
32768                 851.06
65536                 708.26
131072                929.50
262144               1496.60
524288               2713.85
1048576              5144.60
