# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.96
2                      21.16
4                      21.25
8                      22.97
16                     24.27
32                     25.96
64                     26.77
128                    29.08
256                    30.13
512                    31.36
1024                   39.18
2048                   46.47
4096                   66.52
8192                  108.26
16384                 191.42
32768                 352.70
65536                 709.33
131072               1396.40
262144               2633.28
524288               5260.05
1048576             10293.04
