# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     186.89
2                     188.04
4                     189.71
8                     191.94
16                    190.94
32                    189.94
64                    193.48
128                   192.82
256                   194.29
512                   196.28
1024                  198.07
2048                  224.93
4096                  214.83
8192                  228.47
16384                 253.60
32768                 304.94
65536                 401.11
131072                574.95
262144                928.41
524288               4149.28
1048576             17406.20
