# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    9956.89
2                   10204.13
4                   10281.29
8                   10438.57
16                  10513.40
32                  10611.31
64                  25227.88
128                 10830.90
256                 11003.88
512                 11199.29
1024                  366.33
2048                  390.89
4096                  421.08
8192                 4285.49
16384                4316.23
32768               13616.22
65536               14314.60
131072              15315.12
262144              17698.89
524288              23912.55
1048576             37702.08
