# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      23.98
8                      24.59
16                     31.93
32                     32.21
64                     31.58
128                    35.31
256                    37.31
512                    38.56
1024                   39.45
2048                   40.92
4096                   45.08
8192                   47.33
16384                  52.50
32768                  74.91
65536                 171.45
131072                293.48
262144                367.30
524288                966.55
1048576              1219.41
