# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     117.26
2                     116.34
4                     113.89
8                     114.15
16                    115.11
32                    116.16
64                    117.06
128                   119.42
256                   124.68
512                   129.41
1024                  138.11
2048                  184.90
4096                  225.08
8192                  300.68
16384                 445.53
32768                 737.99
65536                1221.34
131072              15395.49
262144              20338.15
524288              29513.51
1048576             52959.54
