# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      13.65
8                      13.64
16                     14.46
32                     14.23
64                     15.56
128                    17.26
256                    17.04
512                    17.69
1024                   18.44
2048                   20.09
4096                   22.88
8192                   32.50
16384                  31.15
32768                  49.20
65536                  95.57
131072                161.76
262144                293.97
524288                545.87
1048576              1047.58
