# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      29.32
8                      29.41
16                     35.52
32                     36.08
64                     35.62
128                    39.38
256                    42.90
512                    44.21
1024                   63.86
2048                   61.35
4096                   58.58
8192                   60.55
16384                  68.96
32768                  99.46
65536                 133.63
131072                205.20
262144                354.94
524288                646.24
1048576              1222.34
