# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     231.15
2                     247.24
4                     248.65
8                     250.41
16                    269.14
32                    305.81
64                    259.93
128                   280.97
256                   332.04
512                   407.19
1024                  416.73
2048                  424.33
4096                  431.41
8192                  457.37
16384                 697.69
32768                3786.04
65536                4654.63
131072               6548.48
262144              10662.97
524288              19632.88
1048576             39396.21
