# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      25.00
2                      23.99
4                      24.39
8                      26.29
16                     29.34
32                     31.16
64                     32.04
128                    49.51
256                    37.42
512                    40.13
1024                   45.32
2048                   63.04
4096                   88.65
8192                  130.94
16384                 210.01
32768                 360.55
65536                 660.99
131072               1263.85
262144               2471.92
524288               4984.33
1048576             10185.48
