# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5144.35
2                    5345.79
4                    5362.59
8                    5450.80
16                   5518.93
32                   5550.13
64                   5525.53
128                  5616.98
256                  5649.12
512                  5667.36
1024                 3685.12
2048                 3749.10
4096                 3846.92
8192                 4084.82
16384                4474.30
32768                5177.79
65536               17025.86
131072              32740.41
262144              21630.09
524288              28572.14
1048576             51875.25
