# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      20.31
8                      20.81
16                     20.84
32                     21.47
64                     20.99
128                    24.14
256                    27.05
512                    27.41
1024                   28.39
2048                   41.83
4096                   37.62
8192                   38.87
16384                  45.75
32768                  76.55
65536                 120.40
131072                185.12
262144                312.53
524288                589.24
1048576              1155.88
