# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.94
2                      10.95
4                      10.87
8                      10.68
16                     10.66
32                     10.68
64                     10.67
128                    10.86
256                    11.52
512                    17.44
1024                   11.93
2048                   12.43
4096                   13.32
8192                   16.73
16384                  26.37
32768                  40.44
65536                  67.44
131072                119.14
262144                228.01
524288                442.40
1048576               910.02
