# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      58.17
8                      59.43
16                     59.54
32                     60.99
64                     59.85
128                    67.92
256                   108.89
512                   165.37
1024                  138.50
2048                  132.19
4096                  136.04
8192                 8811.45
16384               10079.14
32768               11483.38
65536               12545.37
131072               7213.46
262144              11831.54
524288              23705.33
1048576             43503.98
