# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      41.46
2                      43.13
4                      46.34
8                      49.66
16                     62.87
32                     67.79
64                     63.60
128                   130.69
256                   140.90
512                   164.94
1024                  211.99
2048                  397.03
4096                  564.38
8192                 1172.97
16384                1773.58
32768                2935.24
65536                5250.93
131072              10022.03
262144              19715.54
524288              38930.33
1048576             83044.16
