# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      10.68
8                      10.64
16                     10.69
32                     11.01
64                     11.13
128                    11.70
256                    13.25
512                    13.46
1024                   13.82
2048                   21.91
4096                   16.17
8192                   28.52
16384                  31.70
32768                  36.90
65536                  54.34
131072                 82.91
262144                129.38
524288                209.38
1048576               372.65
