# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      52.93
8                      53.36
16                     53.58
32                     53.59
64                     53.79
128                    58.76
256                    89.95
512                    92.25
1024                   95.79
2048                  145.72
4096                  203.88
8192                  262.71
16384                 588.44
32768                 367.77
65536                 527.89
131072               1309.27
262144               1528.53
524288               2256.71
1048576              3557.45
